srx_accession,entrez_id,file_path,obs_count,lib_prep,tech_10x,cell_prep,organism,tissue,tissue_ontology_term_id,disease,disease_ontology_term_id,perturbation,cell_line,antibody_derived_tag,czi_collection_id,czi_collection_name,is_lung,study_accession
SRX24275202,32587757,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24275202.h5ad,9976,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,COVID-19,MONDO:0100096,In vitro SARS-CoV-2 infection (MOI = 0.1),A549-ACE2,no,,,True,PRJNA1100571
SRX22130035,30081487,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22130035.h5ad,5196,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,hESC-derived lung organoid,,Idiopathic pulmonary fibrosis (IPF),MONDO:0800504,HPS1 deletion,Rockefeller University Embryonic Stem Cell Line 2 (RUES2),no,,,True,PRJNA1029622
SRX21897876,29793056,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21897876.h5ad,11531,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,"CAR T cell therapy, SUV39H1-knockout","CAR-T cells, gSUV",no,,,True,PRJNA1021137
SRX21897877,29793057,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21897877.h5ad,9691,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,Experimental Autoimmune Encephalomyelitis (EAE),MONDO:0005134,Administration of ellagic acid,CAR-T cells,no,,,True,PRJNA1021137
SRX21897874,29793054,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21897874.h5ad,6383,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,mouse lungs,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,"CAR T cell infusion, CRISPR/Cas9 knockout","CAR-T cells, gSUV",no,,,True,PRJNA1021137
SRX21897868,29793048,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21897868.h5ad,10342,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,depression,MONDO:0002050,CAR T cells (SUV39H1-knockout vs. Mock),CAR-T cells,no,,,True,PRJNA1021137
SRX21808834,29614588,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21808834.h5ad,14876,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,parietal pleura,UBERON:0002400,pleural mesothelioma,MONDO:0003308,unsure,unsure,no,,,True,PRJNA1018509
SRX22478206,30463995,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22478206.h5ad,13251,10x_Genomics,multiome,single_cell,Homo sapiens,"lung, epithelial",UBERON:0000115,mesothelioma,MONDO:0005065,treated with GNE-7883 and DMSO,"NCI-H226_CL3, NCI-H226",no,,,True,PRJNA1037570
SRX22558190,30554142,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22558190.h5ad,8039,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,subglottic tracheal tissue,UBERON:0036068,idiopathic subglottic tracheal stenosis,MONDO:0958099,unsure,unsure,no,,,True,PRJNA1041779
SRX22558193,30554145,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22558193.h5ad,2160,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,trachea,UBERON:0003126,none,,none,none,no,,,True,PRJNA1041779
SRX22538049,30532324,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22538049.h5ad,12099,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial/tracheal epithelial cells,UBERON:0008397,influenza A infection,MONDO:0005812,Cal/04/09 infection (MOI of 0.5),NHBE,no,,,True,PRJNA1010235
SRX21203377,28639699,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21203377.h5ad,8613,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,fibrotic lung disease,MONDO:0002771,none (control biopsy),"epithelium, mesenchyme",no,,,True,PRJNA1000503
SRX22836418,30884222,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22836418.h5ad,3544,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,micro-patterned alveolar epithelial cells,UBERON:0004821,neoplasms,MONDO:0005070,"DCIK+3i (CHIR99021, SB431542, Y27632)",B2-3,no,,,True,PRJNA1050294
SRX22836420,30884224,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22836420.h5ad,2968,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,pulmonary epithelial cells,UBERON:0000115,tumor cells and mechanical stress,MONDO:0005070,"DCIK+3i medium (CHIR99021, SB431542, Y27632)",B2-3 (Micro-patterned alveolar epithelial cells),no,,,True,PRJNA1050294
SRX22836421,30884225,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22836421.h5ad,3501,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,micro-patterned airway epithelial cells,UBERON:0004802,unsure,,cultured in 'PAL' medium for 14 days,B2-3,no,,,True,PRJNA1050294
SRX22226494,30185143,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22226494.h5ad,3264,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,SARS-CoV-2 infection,MONDO:0100096,SARS/NT treatment,not specified,no,,,True,PRJNA1032112
SRX22226496,30185145,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22226496.h5ad,3044,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,SARS-CoV-2 infection,MONDO:0100096,Flu/NT (non-treated),not specified; samples derived from human lung slices,no,,,True,PRJNA1032112
SRX22226498,30185147,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22226498.h5ad,3308,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,SARS-CoV-2 infection,MONDO:0100096,Flu/NT (non-treated),not specified,no,,,True,PRJNA1032112
SRX22226500,30185149,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22226500.h5ad,1989,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,SARS-CoV-2 infection,MONDO:0100096,SARS,other,no,,,True,PRJNA1032112
SRX22226492,30185141,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22226492.h5ad,3967,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,acute respiratory distress syndrome (ARDS) from COVID-19,MONDO:0006502,infection with SARS-CoV-2,precision-cut lung slices from 2 different subjects,no,,,True,PRJNA1032112
SRX23341417,31555473,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23341417.h5ad,3158,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,tuberculosis,MONDO:0018076,fresh resected human lung tissue,lung tissue with 18F-FDG avidity,no,,,True,PRJNA1067353
SRX23341416,31555472,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23341416.h5ad,3832,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,tuberculosis,MONDO:0018076,fresh resected human lung tissue,lung tissue with 18F-FDG avidity,no,,,True,PRJNA1067353
SRX23341414,31555470,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23341414.h5ad,4080,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,tuberculosis,MONDO:0018076,fresh resected human lung tissue,lung tissue with 18F-FDG avidity; cell type: immune cells,no,,,True,PRJNA1067353
SRX23331468,31543307,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331468.h5ad,2862,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary human airway epithelial cells,UBERON:0004802,SARS-CoV-2 infection,MONDO:0100096,"Infected with SARS-CoV-2 variants (D614G, Delta, Omicron) at MOI 0.05",primary human large/small airway epithelial cells (LAE/SAE),no,,,True,PRJNA1066790
SRX23331467,31543306,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331467.h5ad,1449,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelium,UBERON:0004802,unsure,,mock infection,large airway epithelial,no,,,True,PRJNA1066790
SRX22996311,31070121,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996311.h5ad,3444,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX23341415,31555471,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23341415.h5ad,4277,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,tuberculosis,MONDO:0018076,fresh resected human lung tissue,lung tissue with 18F-FDG avidity; cell type: immune cells,no,,,True,PRJNA1067353
SRX22996313,31070123,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996313.h5ad,4611,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996364,31070174,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996364.h5ad,3728,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,not specified,not specified,no,,,True,PRJNA1055415
SRX23331472,31543311,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331472.h5ad,6494,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelial cells,UBERON:0004802,SARS-CoV-2 infection,MONDO:0100096,Infected with SARS-CoV-2 variants,Primary human airway epithelial cells,no,,,True,PRJNA1066790
SRX22996380,31070190,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996380.h5ad,3807,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996391,31070201,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996391.h5ad,2761,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996381,31070191,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996381.h5ad,4113,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996393,31070203,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996393.h5ad,2498,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996361,31070171,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996361.h5ad,3339,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX23331461,31543300,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331461.h5ad,8851,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelium,UBERON:0004802,mental health issues in children of immigrant mothers,,"D614G variant of SARS-CoV-2, 48 hours post-infection",large airway epithelial cells,no,,,True,PRJNA1066790
SRX22996397,31070207,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996397.h5ad,3943,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996353,31070163,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996353.h5ad,3904,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996363,31070173,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996363.h5ad,2857,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,MRC009 Adeno ANT_2,no,,,True,PRJNA1055415
SRX23331464,31543303,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331464.h5ad,10153,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelium,UBERON:0004802,not specified,,"Delta, 48 hours post infection",small airway epithelial (Primary air-liquid interface culture),no,,,True,PRJNA1066790
SRX23331473,31543312,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331473.h5ad,5378,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelium,,unsure,,"omicron, 96 hours post infection",small airway epithelial,no,,,True,PRJNA1066790
SRX23395179,31616148,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395179.h5ad,9393,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,Infected with SARS-CoV-2,MONDO:0100096,Infected with SARS-CoV-2,Epithelial (from lung tissue),no,,,True,PRJNA1069102
SRX23395181,31616150,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395181.h5ad,2830,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,acute coronary syndrome,MONDO:0005542,mock,epithelial,no,,,True,PRJNA1069102
SRX23395180,31616149,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395180.h5ad,1256,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,not specified,,mock,not specified,no,,,True,PRJNA1069102
SRX22996354,31070164,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996354.h5ad,3907,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX23331470,31543309,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331470.h5ad,9906,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelium,UBERON:0004802,unsure,,"D614G, 96 hours post infection",large airway epithelial,no,,,True,PRJNA1066790
SRX23331469,31543308,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331469.h5ad,6339,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelium,UBERON:0004802,unsure,,"D614G, 96 hours post infection",large airway epithelial,no,,,True,PRJNA1066790
SRX23331471,31543310,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23331471.h5ad,7637,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelium,UBERON:0004802,SARS-CoV-2 infection,MONDO:0100096,"D614G variant, 96 hours post-infection",small airway epithelial,no,,,True,PRJNA1066790
SRX23395182,31616151,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395182.h5ad,677,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,infected with SARS-CoV-2,MONDO:0100096,infected with SARS-CoV-2,"epithelial, pediatric, 5 weeks, male, Caucasian",no,,,True,PRJNA1069102
SRX23395191,31616160,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395191.h5ad,2178,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,SARS-CoV-2 infection,MONDO:0100096,mock infection,primary lung epithelial cells,no,,,True,PRJNA1069102
SRX22996368,31070178,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996368.h5ad,6764,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX23395185,31616154,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395185.h5ad,9161,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,no specific disease; study on SARS-CoV-2 response,,mock (control group),"epithelial, pediatric, 6 months, male, Caucasian",no,,,True,PRJNA1069102
SRX22996367,31070177,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996367.h5ad,6776,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX23395189,31616158,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395189.h5ad,4340,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,unsure,,mock,unsure,no,,,True,PRJNA1069102
SRX23457973,31689182,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457973.h5ad,1836,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelium,UBERON:0002031,unsure,,infected by four different betacoronaviruses and mock control,HBEC organoid-BA275-1,no,,,True,PRJNA1071273
SRX21256826,28693622,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21256826.h5ad,4339,10x_Genomics,vdj,single_cell,Homo sapiens,lung,UBERON:0002048,non-small cell lung cancer (NSCLC),MONDO:0005233,MRTX849 + TNO155 resistant,lung tumor cell,no,,,True,PRJNA1002309
SRX23457969,31689178,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457969.h5ad,1325,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelium,UBERON:0002031,infected by betacoronaviruses,,mock control,HBEC organoid-control-1,no,,,True,PRJNA1071273
SRX22996349,31070159,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996349.h5ad,3185,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung adenocarcinoma,,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996345,31070155,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996345.h5ad,4314,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX23386175,31606445,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23386175.h5ad,12487,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial brushing,UBERON:0002031,acute myeloid leukaemia (AML) or myelodysplastic syndrome (MDS),MONDO:0018874,Treosulfan plus fludarabine; Busulfan plus fludarabine,bronchial airway cells,no,,,True,PRJNA1068611
SRX22996347,31070157,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996347.h5ad,3090,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX23902409,32207433,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23902409.h5ad,13548,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,,"Chronic Obstructive Pulmonary Disease (COPD), Pulmonary Silicosis",MONDO:0005002,Ex vivo stimulation with bacterial lysate OM-85,BAL cells,no,,,True,PRJNA1086544
SRX23395192,31616161,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23395192.h5ad,3034,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,SARS-CoV-2 infection,MONDO:0100096,SARS-CoV-2 infection,not_applicable,no,,,True,PRJNA1069102
SRX22996371,31070181,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996371.h5ad,2708,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996376,31070186,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996376.h5ad,4692,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996395,31070205,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996395.h5ad,2214,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996394,31070204,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996394.h5ad,2584,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996358,31070168,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996358.h5ad,3335,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996359,31070169,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996359.h5ad,3212,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
