srxAccession,studyAccession,diseaseRaw,diseaseOntologyTermId,diseaseName,tissueRaw,tissueOntologyRaw,cellLineRaw,diseaseArea,diseaseAreaSource,diseased,isBiologicalControl,controlType,isExperimentalComparator,eligible,excludeReason
SRX19704153,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704154,PRJNA945854,CWP (Coal Workers' Pneumoconiosis),MONDO:0006654,,lung,UBERON:0002048,not specified; primary human lung tissue samples,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704155,PRJNA945854,control (healthy individual),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704156,PRJNA945854,IPAF (Interstitial Pneumonia with Autoimmune Features),MONDO:0015925,,lung,UBERON:0002048,unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704157,PRJNA945854,IPAF (Interstitial Pneumonia with Autoimmune Features),MONDO:0015925,,lung,UBERON:0002048,unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704158,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,other,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704159,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704160,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,,"VUILD84-LF, GSM7103288, Age: 61, Sex: Male, Ethnicity: Caucasian, Tissue Type: Less fibrotic",IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704161,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704162,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704163,PRJNA945854,CTD-ILD,MONDO:0015925,,lung,UBERON:0002048,not specified; primary human lung tissue,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704164,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not specified; primary human lung tissue,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704165,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,VUILD91-MF,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704166,PRJNA945854,pulmonary fibrosis,MONDO:0002771,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704167,PRJNA945854,pulmonary fibrosis,MONDO:0002771,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX19704168,PRJNA945854,control,,,lung,UBERON:0002048,none,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704169,PRJNA945854,interstitial lung disease,MONDO:0015925,,lung,,unsure,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704170,PRJNA945854,Interstitial Lung Disease (ILD),MONDO:0015925,,lung,UBERON:0002048,not specified; primary human lung tissue,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704171,PRJNA945854,Interstitial Lung Disease (ILD),MONDO:0015925,,lung,UBERON:0002048,other,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704172,PRJNA945854,control (healthy tissue),,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704173,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704174,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704175,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not applicable,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704176,PRJNA945854,control (healthy individual),,,lung,,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704177,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704178,PRJNA945854,control (healthy individual),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704179,PRJNA945854,pulmonary fibrosis,MONDO:0002771,,lung,UBERON:0002048,primary human lung tissue from 116 individuals,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX19704180,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704181,PRJNA945854,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704182,PRJNA945854,CWP (Coal Workers' Pneumoconiosis),MONDO:0006654,,lung,UBERON:0002048,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704184,PRJNA945854,Coal Workers' Pneumoconiosis (CWP),MONDO:0015926,,lung,,not specified; primary human lung tissue,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704186,PRJNA945854,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704187,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704188,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,,"VUILD98-MF, Age: 59, Sex: Male, Ethnicity: European, Tissue Type: More fibrotic",IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704189,PRJNA945854,CTD-ILD,MONDO:0015925,,lung,UBERON:0002048,unsure,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704191,PRJNA945854,control (healthy),,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704192,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not applicable,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704193,PRJNA945854,interstitial lung disease,MONDO:0015925,,lung,UBERON:0002048,none,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704194,PRJNA945854,Interstitial Lung Disease (ILD),MONDO:0015925,,lung,UBERON:0002048,not_applicable,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704196,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704197,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704198,PRJNA945854,Interstitial Pneumonia with Autoimmune Features (IPAF),MONDO:0015925,,lung,UBERON:0002048,unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704199,PRJNA945854,control (healthy),,,lung,,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704200,PRJNA945854,control (healthy),,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704201,PRJNA945854,control (healthy),,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704202,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704898,PRJNA945866,not specified,,,human bronchial epithelial cells (HBE),UBERON:0002031,"HBE cells (ALI), source name: D15S, batch: 1",Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704899,PRJNA945866,not specified,,,human bronchial epithelial cells (HBE),UBERON:0002031,D16S (HBE cells cultured on air-liquid interface),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704900,PRJNA945866,Not explicitly mentioned; study focuses on cellular response to hypoxia.,,,Human bronchial epithelial cells (HBE cells),UBERON:0002031,D15S (HBE cells cultured on air-liquid interface),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704901,PRJNA945866,"aortic diseases, acute aortic syndrome, aortic dissection",MONDO:0005561,,human bronchial epithelial cells,UBERON:0002031,D16S (HBE cells),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704903,PRJNA945866,not specified,,,human bronchial epithelial cells,UBERON:0002031,"D16S, HBE cells (ALI)",Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19727425,PRJNA946652,no COPD,,,lung,UBERON:0002048,unsure,COPD,disease_text,,False,,False,True,
SRX19727426,PRJNA946652,no COPD,,,lung,UBERON:0002048,unsure,COPD,disease_text,,False,,False,True,
SRX19727427,PRJNA946652,no COPD,,,lung,UBERON:0002048,"wo COPD 3, scRNAseq",COPD,disease_text,,False,,False,True,
SRX19727428,PRJNA946652,Chronic Obstructive Pulmonary Disease (COPD),MONDO:0005002,,lung,UBERON:0002048,not_applicable,COPD,disease_text,True,False,,False,True,
SRX19727429,PRJNA946652,mild COPD,MONDO:0005002,,lung,,unsure,COPD,disease_text,True,False,,False,True,
SRX19727430,PRJNA946652,mild chronic obstructive pulmonary disease (COPD),MONDO:0005002,,lung,,unsure,COPD,disease_text,True,False,,False,True,
SRX19727431,PRJNA946652,mild COPD,MONDO:0005002,,lung,UBERON:0002048,unsure,COPD,disease_text,True,False,,False,True,
SRX19727432,PRJNA946652,moderate COPD,MONDO:0005002,,lung,,unsure,COPD,disease_text,True,False,,False,True,
SRX19727433,PRJNA946652,no COPD,,,lung,UBERON:0002048,unsure,COPD,disease_text,,False,,False,True,
SRX19727434,PRJNA946652,moderate COPD,MONDO:0005002,,lung,UBERON:0002048,unsure,COPD,disease_text,True,False,,False,True,
SRX19727435,PRJNA946652,moderate COPD,MONDO:0005002,,lung,UBERON:0002048,unsure,COPD,disease_text,True,False,,False,True,
SRX19727436,PRJNA946652,moderate COPD,MONDO:0005002,,lung,UBERON:0002048,unsure,COPD,disease_text,True,False,,False,True,
SRX19730932,PRJNA934540,lung carcinoma,MONDO:0005138,,lung tumor,UBERON:0002048,L6903,Lung Cancer,disease_text,True,False,,False,True,
SRX19730933,PRJNA934540,lung carcinoma,MONDO:0005138,,lung tumor,UBERON:0002048,L6903 (donor),Lung Cancer,disease_text,True,False,,False,True,
SRX19730934,PRJNA934540,lung carcinoma,MONDO:0005138,,lung tumor,UBERON:0002048,"L2404 day0, sorted live (DAPI-) and EGFP+",Lung Cancer,disease_text,True,False,,False,True,
SRX19730935,PRJNA934540,lung carcinoma,MONDO:0005138,,lung tumor,UBERON:0002048,L2404,Lung Cancer,disease_text,True,False,,False,True,
SRX19730968,PRJNA934540,lung carcinoma,MONDO:0005138,,lung tumor,,L2061,Lung Cancer,disease_text,True,False,,False,True,
SRX19730969,PRJNA934540,lung carcinoma,MONDO:0005138,,lung tumor,,"Donor: L2061, sorted live (DAPI-), EGFP+, CD45 and HLA-DR",Lung Cancer,disease_text,True,False,,False,True,
SRX19780677,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0004821,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780678,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0004821,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780680,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0004821,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780681,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780682,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0004903,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780683,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0002048,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780684,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0004821,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780685,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0000479,bronchoalveolar cells,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780686,PRJNA949104,post-COVID-19 lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0004821,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780688,PRJNA949104,"Post-COVID-19 lung disease, fibrotic",MONDO:0100320,,Bronchoalveolar cells,UBERON:0008870,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780690,PRJNA949104,post-COVID lung disease,MONDO:0100320,,bronchoalveolar cells,UBERON:0004903,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19780691,PRJNA949104,Post-COVID lung disease,MONDO:0100320,,Bronchoalveolar cells,UBERON:0008870,Not applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX19836241,PRJNA950922,control (no disease state),,,medium/small size pulmonary artery,UBERON:8600060,PA resident cells,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX19836242,PRJNA950922,control,,,medium/small size pulmonary artery,UBERON:8600060,PA resident cells,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX19836243,PRJNA950922,pulmonary hypertension associated with pulmonary fibrosis,MONDO:0005149,,medium/small size pulmonary artery,UBERON:8600060,PA resident cells,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19836244,PRJNA950922,Pulmonary hypertension associated with pulmonary fibrosis (PHPF),MONDO:0005149,,Medium/small size pulmonary artery,UBERON:8600060,"Cell type: PA resident cells, Sample title: PHPF_2, scRNAseq",IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19836245,PRJNA950922,pulmonary hypertension associated with pulmonary fibrosis,MONDO:0005149,,medium/small size pulmonary artery,UBERON:8600060,PA resident cells,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844812,PRJNA945854,sarcoidosis,MONDO:0019338,,lung,UBERON:0002048,not_applicable,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19844813,PRJNA945854,control,,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19844814,PRJNA945854,control,,,lung,,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19844815,PRJNA945854,control,,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19844816,PRJNA945854,control,,,lung,UBERON:0002048,not_applicable,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19844817,PRJNA945854,control,,,lung,UBERON:0002048,not_applicable,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19844818,PRJNA945854,ILD (Interstitial Lung Disease),MONDO:0015925,,lung,UBERON:0002048,not_applicable,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19844819,PRJNA945854,ILD (Interstitial Lung Disease),MONDO:0015925,,lung,UBERON:0002048,unsure,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19844820,PRJNA945854,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844821,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844822,PRJNA945854,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844823,PRJNA945854,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844824,PRJNA945854,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844825,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844826,PRJNA945854,sarcoidosis,MONDO:0019338,,lung,,unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19844827,PRJNA945854,sarcoidosis,MONDO:0019338,,lung,UBERON:0002048,not specified,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19844828,PRJNA945854,pulmonary fibrosis,MONDO:0002771,,lung,UBERON:0002048,VUHD84,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX19844829,PRJNA945854,control,,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19844830,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not applicable; primary human lung tissue samples,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844831,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844832,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844833,PRJNA945854,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844834,PRJNA945854,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844835,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19844836,PRJNA945854,ILD (Interstitial Lung Disease),MONDO:0015925,,lung,UBERON:0002048,not_applicable,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19844837,PRJNA945854,interstitial lung disease,MONDO:0015925,,lung,UBERON:0002048,not_applicable,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19844838,PRJNA945854,Interstitial Lung Disease (ILD),MONDO:0015925,,lung,UBERON:0002048,not_applicable,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19844839,PRJNA945854,ILD (Interstitial Lung Disease),MONDO:0015925,,lung,UBERON:0002048,not_applicable,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19844840,PRJNA945854,pulmonary fibrosis,MONDO:0002771,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX19844841,PRJNA945854,control,,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
